client_id,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
125,37,63,M,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,True,104,6,monthly,37,Litomerice,2,False,True,False,False,125,False,385,252,133,0,1,68,124,128,False,0,0,False,False,False,98,98
126,37,70,F,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,False,104,6,monthly,37,Litomerice,2,False,True,False,False,126,False,385,252,133,0,1,68,124,128,False,0,0,False,False,False,98,98
127,21,49,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,105,2,monthly,21,Tabor,1,False,False,False,True,127,True,59,29,30,0,14,0,28,1,True,352704,48,False,False,False,98,98
128,63,26,F,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,True,106,5,monthly,63,Vyskov,1,False,True,False,False,128,True,282,183,99,36,50,0,102,45,False,0,0,False,False,False,98,98
129,64,52,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,107,6,monthly,64,Zlin,3,True,True,False,False,129,False,476,324,152,0,90,0,151,173,False,0,0,False,False,False,98,98
130,53,57,M,Blansko,107911,7,50.9,8240,88,33,6,2,99,3753,3.045,True,108,4,monthly,53,Blansko,1,False,True,False,False,130,True,241,147,94,9,49,0,98,40,False,0,0,False,False,False,98,98
131,53,22,F,Blansko,107911,7,50.9,8240,88,33,6,2,99,3753,3.045,True,109,2,monthly,53,Blansko,0,False,False,False,False,131,True,113,43,70,2,50,0,41,0,False,0,0,False,False,False,98,98
132,36,46,M,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,110,3,monthly,36,Liberec,3,False,True,False,True,132,True,209,148,61,5,32,0,79,64,True,162576,36,False,False,False,98,98
134,6,67,M,Kutna Hora,77963,4,51.5,8546,60,23,4,2,126,5760,3.485,True,112,6,monthly,6,Kutna Hora,1,False,True,False,False,134,False,356,215,141,0,1,70,150,65,False,0,0,False,False,False,98,98
135,6,61,F,Kutna Hora,77963,4,51.5,8546,60,23,4,2,126,5760,3.485,False,112,6,monthly,6,Kutna Hora,1,False,True,False,False,135,False,356,215,141,0,1,70,150,65,False,0,0,False,False,False,98,98
136,55,78,F,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,113,3,monthly,55,Brno - venkov,1,False,True,False,False,136,False,136,81,55,0,1,29,56,25,False,0,0,False,False,False,98,98
137,60,76,M,Prostejov,110643,4,51.9,8441,49,41,4,1,115,4131,3.9650000000000003,True,114,2,monthly,60,Prostejov,2,False,True,False,False,137,False,103,64,39,0,1,21,31,33,False,0,0,False,False,False,98,98
138,54,27,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,115,6,monthly,68,Frydek - Mistek,1,False,True,False,False,138,True,376,218,158,22,89,0,131,65,False,0,0,False,False,False,98,98
139,8,40,F,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,True,116,3,monthly,8,Mlada Boleslav,2,False,True,True,False,139,False,178,110,68,0,35,0,81,29,False,0,0,False,False,False,98,98
140,8,38,M,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,False,116,3,monthly,8,Mlada Boleslav,2,False,True,True,False,140,False,178,110,68,0,35,0,81,29,False,0,0,False,False,False,98,98
141,31,74,M,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,117,6,monthly,31,Tachov,1,False,True,False,False,141,False,330,201,129,0,1,64,141,60,False,0,0,False,False,False,98,98
142,68,62,M,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,True,118,2,monthly,68,Frydek - Mistek,1,False,True,False,False,142,False,73,36,37,0,7,15,26,10,False,0,0,False,False,False,98,98
143,27,21,M,Plzen - jih,67298,7,43.8,8561,71,19,10,0,110,2156,0.97,True,119,6,monthly,27,Plzen - jih,1,False,True,False,False,143,False,395,260,135,0,68,0,198,62,False,0,0,False,False,False,98,98
144,65,41,M,Znojmo,114200,4,43.7,8403,101,41,4,1,105,4875,5.73,True,120,4,weekly,65,Znojmo,2,False,True,True,False,144,False,245,140,105,0,62,0,100,40,False,0,0,False,False,False,98,98
145,55,21,M,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,121,2,monthly,55,Brno - venkov,3,True,True,False,False,145,False,92,53,39,0,9,15,23,30,False,0,0,False,False,False,98,98
146,31,38,F,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,122,3,monthly,31,Tachov,0,False,False,False,False,146,True,110,57,53,1,27,0,56,0,False,0,0,False,False,False,98,98
147,21,66,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,123,6,monthly,21,Tabor,1,False,True,False,False,147,False,334,199,135,0,1,69,134,65,False,0,0,False,False,False,98,98
148,21,59,M,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,False,123,6,monthly,21,Tabor,1,False,True,False,False,148,False,334,199,135,0,1,69,134,65,False,0,0,False,False,False,98,98
149,55,51,M,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,124,2,monthly,55,Brno - venkov,3,True,True,False,False,149,False,70,41,29,0,5,12,19,22,False,0,0,False,False,False,98,98
150,2,19,F,Benesov,88884,5,46.7,8507,80,26,6,2,132,4833,1.76,True,125,3,after transaction,2,Benesov,1,False,False,True,False,150,False,150,84,66,0,38,0,84,0,False,0,0,False,False,False,98,98
151,51,28,F,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,126,6,monthly,5,Kolin,1,False,True,False,False,151,False,335,195,140,0,78,0,139,56,False,0,0,False,False,False,98,98
152,29,54,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,127,5,monthly,29,Rokycany,1,False,True,False,False,152,False,274,155,119,0,1,59,100,55,False,0,0,False,False,False,98,98
153,13,18,F,Rakovnik,53921,2,41.3,8598,61,22,1,1,123,3472,3.0149999999999997,True,128,6,monthly,2,Benesov,0,False,False,False,False,153,True,399,191,208,44,138,0,147,0,False,0,0,False,False,False,98,98
154,74,66,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,129,2,monthly,74,Ostrava - mesto,1,False,True,False,False,154,False,67,36,31,0,1,15,26,10,False,0,0,False,False,False,98,98
155,74,60,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,False,129,2,monthly,74,Ostrava - mesto,1,False,True,False,False,155,False,67,36,31,0,1,15,26,10,False,0,0,False,False,False,98,98
156,54,69,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,130,2,monthly,54,Brno - mesto,1,False,True,False,False,156,False,103,61,42,0,1,22,44,17,False,0,0,False,False,False,98,98
157,52,56,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,131,4,monthly,52,Usti nad Orlici,1,False,True,False,False,157,False,212,122,90,0,47,0,84,38,False,0,0,False,False,False,98,98
158,40,54,F,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,True,132,3,after transaction,40,Teplice,1,False,False,False,True,158,True,198,119,79,2,47,0,105,12,True,88440,12,True,False,False,98,98
159,40,61,M,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,False,132,3,after transaction,40,Teplice,1,False,False,False,True,159,False,198,119,79,2,47,0,105,12,True,88440,12,True,False,False,98,98
160,64,57,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,133,2,weekly,64,Zlin,3,False,True,True,False,160,False,113,69,44,0,29,0,43,26,False,0,0,False,False,False,98,98
161,34,56,F,Chomutov,125236,5,87.7,9675,28,11,1,4,100,10513,7.055,True,134,2,monthly,34,Chomutov,0,False,False,False,False,161,True,48,21,27,1,15,0,20,0,False,0,0,False,False,False,98,98
162,65,58,M,Znojmo,114200,4,43.7,8403,101,41,4,1,105,4875,5.73,True,135,6,monthly,75,Prerov,0,False,False,False,False,162,False,326,165,161,0,95,0,165,0,False,0,0,False,False,False,98,98
163,74,66,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,136,3,monthly,74,Ostrava - mesto,1,False,True,False,False,163,False,152,92,60,0,1,31,66,26,False,0,0,False,False,False,98,98
164,70,37,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,137,3,monthly,70,Karvina,2,False,True,False,False,164,False,181,122,59,0,30,0,73,49,False,0,0,False,False,False,98,98
165,22,31,M,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,True,138,4,monthly,22,Domazlice,0,False,False,False,False,165,False,24,9,15,0,15,0,9,0,False,0,0,False,False,False,98,98
166,22,38,F,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,False,138,4,monthly,22,Domazlice,0,False,False,False,False,166,False,24,9,15,0,15,0,9,0,False,0,0,False,False,False,98,98
167,38,21,F,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,True,139,2,weekly,38,Louny,0,False,False,False,False,167,True,98,59,39,0,1,19,59,0,False,0,0,False,False,False,98,98
168,24,23,F,Karlovy Vary,122603,8,80.0,8991,25,21,6,2,128,10471,1.6999999999999997,True,140,3,monthly,24,Karlovy Vary,0,False,False,False,False,168,False,66,24,42,0,14,0,24,0,False,0,0,False,False,False,98,98
169,38,46,M,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,True,141,3,monthly,38,Louny,4,True,True,True,False,169,False,241,172,69,0,1,34,83,89,False,0,0,False,False,False,98,98
170,38,53,F,Louny,85852,4,59.8,8965,41,23,4,2,104,5475,7.655,False,141,3,monthly,38,Louny,4,True,True,True,False,170,False,241,172,69,0,1,34,83,89,False,0,0,False,False,False,98,98
171,51,70,M,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,142,6,monthly,51,Trutnov,1,False,True,False,False,171,False,349,212,137,0,1,70,146,66,False,0,0,False,False,False,98,98
172,51,64,F,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,False,142,6,monthly,51,Trutnov,1,False,True,False,False,172,False,349,212,137,0,1,70,146,66,False,0,0,False,False,False,98,98
173,21,81,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,143,3,monthly,21,Tabor,1,False,True,False,False,173,False,114,67,47,0,1,25,46,21,False,0,0,False,False,False,98,98
174,10,21,M,Praha - vychod,92084,5,46.7,10124,55,29,4,3,141,8126,0.55,True,144,2,weekly,10,Praha - vychod,0,False,False,False,False,174,True,122,69,53,2,32,0,67,0,False,0,0,False,False,False,98,98
175,31,39,M,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,145,3,monthly,31,Tachov,1,False,True,False,False,175,False,204,110,94,0,58,0,78,32,False,0,0,False,False,False,98,98
176,4,70,M,Kladno,149893,6,67.4,9753,63,29,6,2,109,11136,4.845,True,146,6,monthly,4,Kladno,1,False,True,False,False,176,False,305,176,129,0,1,64,117,59,False,0,0,False,False,False,98,98
178,8,39,M,Mlada Boleslav,112065,8,69.4,11277,95,19,7,1,127,10166,1.345,True,148,6,monthly,8,Mlada Boleslav,3,True,True,False,False,178,False,445,316,129,0,1,66,133,183,False,0,0,False,False,False,98,98
179,43,19,M,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,True,149,2,monthly,43,Hradec Kralove,0,False,False,False,False,179,False,62,18,44,0,30,0,18,0,False,0,0,False,False,False,98,98
180,73,17,M,Opava,182027,7,56.4,8746,17,49,12,2,90,8788,3.535,True,150,4,monthly,73,Opava,0,False,False,False,False,180,False,244,114,130,0,84,0,114,0,False,0,0,False,False,False,98,98
181,76,32,M,Sumperk,127369,7,51.2,8369,31,32,13,2,107,6543,5.305,True,151,6,monthly,76,Sumperk,2,False,True,False,False,181,False,394,247,147,0,83,0,127,120,False,0,0,False,False,False,98,98
182,76,40,F,Sumperk,127369,7,51.2,8369,31,32,13,2,107,6543,5.305,False,151,6,monthly,76,Sumperk,2,False,True,False,False,182,False,394,247,147,0,83,0,127,120,False,0,0,False,False,False,98,98
183,1,21,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,152,3,monthly,1,Hl.m. Praha,2,False,True,False,False,183,False,196,120,76,0,44,0,64,56,False,0,0,False,False,False,98,98
184,1,27,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,152,3,monthly,1,Hl.m. Praha,2,False,True,False,False,184,False,196,120,76,0,44,0,64,56,False,0,0,False,False,False,98,98
185,77,45,M,Vsetin,148545,4,53.5,8909,8,35,12,3,113,7050,4.785,True,153,6,monthly,77,Vsetin,1,False,True,False,False,185,False,336,207,129,0,3,63,148,59,False,0,0,False,False,False,98,98
186,46,38,F,Nachod,112709,10,73.5,8369,48,20,7,3,117,5472,2.05,True,154,5,monthly,46,Nachod,1,False,True,False,False,186,False,316,205,111,0,57,0,156,49,False,0,0,False,False,False,98,98
187,58,57,M,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,True,155,4,monthly,58,Jihlava,1,False,True,False,False,187,False,205,110,95,0,57,0,77,33,False,0,0,False,False,False,98,98
188,64,39,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,156,2,monthly,64,Zlin,1,False,True,False,False,188,False,49,24,25,0,1,14,15,9,False,0,0,False,False,False,98,98
189,11,80,M,Praha - zapad,75637,7,36.5,9622,35,36,9,0,154,7004,0.52,True,157,2,monthly,11,Praha - zapad,1,False,True,False,False,189,False,93,53,40,0,1,21,36,17,False,0,0,False,False,False,98,98
190,37,52,F,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,True,158,4,monthly,37,Litomerice,1,False,True,False,False,190,False,260,169,91,0,46,0,128,41,False,0,0,False,False,False,98,98
191,37,45,M,Litomerice,114006,9,62.3,9065,71,26,6,2,123,8313,4.925,False,158,4,monthly,37,Litomerice,1,False,True,False,False,191,False,260,169,91,0,46,0,128,41,False,0,0,False,False,False,98,98
192,70,28,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,159,2,monthly,70,Karvina,1,False,True,False,False,192,True,112,66,46,4,24,0,44,18,False,0,0,False,False,False,98,98
193,1,37,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,160,6,monthly,23,Cheb,2,False,True,False,False,193,False,437,285,152,0,88,0,166,119,False,0,0,False,False,False,98,98
194,28,75,F,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,True,161,5,monthly,28,Plzen - sever,2,False,True,False,False,194,False,304,195,109,0,1,54,96,99,False,0,0,False,False,False,98,98
195,74,80,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,162,6,monthly,60,Prostejov,1,False,True,False,False,195,False,286,161,125,0,1,64,101,60,False,0,0,False,False,False,98,98
196,74,72,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,False,162,6,monthly,60,Prostejov,1,False,True,False,False,196,False,286,161,125,0,1,64,101,60,False,0,0,False,False,False,98,98
197,30,66,M,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,163,6,monthly,30,Sokolov,2,False,True,False,False,197,False,434,293,141,0,1,71,159,134,False,0,0,False,False,False,98,98
198,60,23,M,Prostejov,110643,4,51.9,8441,49,41,4,1,115,4131,3.9650000000000003,True,164,3,monthly,60,Prostejov,0,False,False,False,False,198,False,51,19,32,0,11,0,19,0,False,0,0,False,False,False,98,98
199,29,76,M,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,165,6,monthly,25,Klatovy,1,False,True,False,False,199,False,372,237,135,0,1,67,175,62,False,0,0,False,False,False,98,98
200,29,71,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,False,165,6,monthly,25,Klatovy,1,False,True,False,False,200,False,372,237,135,0,1,67,175,62,False,0,0,False,False,False,98,98
201,17,69,F,Pelhrimov,74062,7,61.4,8114,99,15,4,2,119,2184,2.5,True,166,3,monthly,17,Pelhrimov,1,False,True,False,False,201,False,119,66,53,0,1,28,42,24,False,0,0,False,False,False,98,98
202,29,23,F,Rokycany,45714,6,55.6,8843,52,10,5,1,113,1706,3.21,True,167,3,weekly,29,Rokycany,0,False,False,False,False,202,True,177,94,83,2,59,0,92,0,False,0,0,False,False,False,98,98
203,31,37,M,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,True,168,6,monthly,31,Tachov,1,False,True,False,False,203,False,329,196,133,0,1,68,132,64,False,0,0,False,False,False,98,98
204,31,32,F,Tachov,51313,4,59.2,8930,34,12,3,1,108,2780,3.8600000000000003,False,168,6,monthly,31,Tachov,1,False,True,False,False,204,False,329,196,133,0,1,68,132,64,False,0,0,False,False,False,98,98
205,4,57,F,Kladno,149893,6,67.4,9753,63,29,6,2,109,11136,4.845,True,169,4,monthly,4,Kladno,2,False,True,True,False,205,False,210,128,82,0,43,0,94,34,False,0,0,False,False,False,98,98
206,59,36,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,170,3,monthly,59,Kromeriz,0,False,False,False,False,206,False,144,82,62,0,32,0,82,0,False,0,0,False,False,False,98,98
207,46,67,M,Nachod,112709,10,73.5,8369,48,20,7,3,117,5472,2.05,True,171,3,monthly,46,Nachod,1,False,True,False,False,207,False,153,90,63,0,1,31,63,27,False,0,0,False,False,False,98,98
208,13,59,F,Rakovnik,53921,2,41.3,8598,61,22,1,1,123,3472,3.0149999999999997,True,172,6,monthly,13,Rakovnik,1,False,True,False,False,208,True,378,247,131,1,67,0,186,60,False,0,0,False,False,False,98,98
209,13,64,M,Rakovnik,53921,2,41.3,8598,61,22,1,1,123,3472,3.0149999999999997,False,172,6,monthly,13,Rakovnik,1,False,True,False,False,209,False,378,247,131,1,67,0,186,60,False,0,0,False,False,False,98,98
210,66,60,M,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,173,6,monthly,66,Zdar nad Sazavou,5,True,True,False,True,210,False,572,416,156,0,95,0,176,240,True,104808,12,True,False,False,98,98
211,66,54,F,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,False,173,6,monthly,66,Zdar nad Sazavou,5,True,True,False,True,211,False,572,416,156,0,95,0,176,240,True,104808,12,True,False,False,98,98
212,52,24,M,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,174,3,monthly,52,Usti nad Orlici,1,False,True,False,False,212,False,121,64,57,0,1,28,41,23,False,0,0,False,False,False,98,98
215,71,32,M,Novy Jicin,161227,10,69.7,8678,5,35,11,4,102,9575,5.75,True,176,3,weekly,71,Novy Jicin,4,True,True,False,True,215,False,274,192,82,0,53,0,102,90,True,27456,12,True,False,False,98,98
216,1,39,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,177,2,monthly,1,Hl.m. Praha,0,False,False,False,False,216,False,59,27,32,0,17,0,27,0,False,0,0,False,False,False,98,98
217,59,25,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,178,2,monthly,59,Kromeriz,2,False,True,False,False,217,False,76,43,33,0,1,16,21,22,False,0,0,False,False,False,98,98
218,1,19,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,179,2,weekly,1,Hl.m. Praha,4,True,True,False,False,218,False,119,81,38,0,24,0,36,45,False,0,0,False,False,False,98,98
219,60,35,F,Prostejov,110643,4,51.9,8441,49,41,4,1,115,4131,3.9650000000000003,True,180,6,weekly,55,Brno - venkov,0,False,False,False,False,219,True,331,198,133,3,13,60,195,0,False,0,0,False,False,False,98,98
221,21,22,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,181,3,monthly,21,Tabor,1,False,True,False,False,221,True,169,104,65,17,35,0,61,26,False,0,0,False,False,False,98,98
222,47,27,F,Pardubice,162580,6,72.8,9538,83,26,5,1,111,11489,1.6600000000000001,True,182,3,monthly,47,Pardubice,0,False,False,False,False,222,False,9,3,6,0,6,0,3,0,False,0,0,False,False,False,98,97
223,43,47,F,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,True,183,6,monthly,43,Hradec Kralove,2,False,True,False,False,223,False,380,255,125,0,65,0,143,112,False,0,0,False,False,False,98,98
224,77,44,M,Vsetin,148545,4,53.5,8909,8,35,12,3,113,7050,4.785,True,184,3,monthly,77,Vsetin,1,False,False,True,False,224,False,163,93,70,0,36,0,93,0,False,0,0,False,False,False,98,98
225,32,63,M,Ceska Lipa,105058,10,81.0,9272,32,19,7,2,118,8845,3.01,True,185,2,monthly,32,Ceska Lipa,1,False,True,False,False,225,True,96,59,37,2,19,0,43,14,False,0,0,False,False,False,98,98
226,1,57,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,186,6,weekly,1,Hl.m. Praha,1,False,True,False,False,226,False,413,241,172,0,107,0,182,59,False,0,0,False,False,False,98,98
227,52,73,F,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,187,6,monthly,5,Kolin,1,False,True,False,False,227,False,322,187,135,0,1,69,123,64,False,0,0,False,False,False,98,98
228,48,43,F,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,188,6,monthly,54,Brno - mesto,1,False,True,False,False,228,False,403,264,139,0,71,0,201,63,False,0,0,False,False,False,98,98
229,76,30,M,Sumperk,127369,7,51.2,8369,31,32,13,2,107,6543,5.305,True,189,2,monthly,76,Sumperk,3,True,True,False,False,229,False,141,99,42,0,22,0,51,48,False,0,0,False,False,False,98,98
230,74,32,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,190,4,monthly,74,Ostrava - mesto,4,True,True,False,False,230,False,385,288,97,0,51,0,124,164,False,0,0,False,False,False,98,98
231,41,58,M,Usti nad Labem,118650,3,85.6,9832,8,8,5,1,114,11916,3.9000000000000004,True,191,2,monthly,41,Usti nad Labem,1,False,False,True,False,231,True,106,63,43,0,1,21,63,0,False,0,0,False,False,False,98,98
232,55,78,F,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,192,6,monthly,55,Brno - venkov,1,False,True,False,False,232,False,349,210,139,0,1,71,143,67,False,0,0,False,False,False,98,98
233,69,41,F,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,True,193,3,monthly,69,Jesenik,1,False,True,False,False,233,False,123,71,52,0,28,0,51,20,False,0,0,False,False,False,98,98
234,69,44,M,Jesenik,42821,3,48.4,8173,4,13,5,1,124,1358,3.505,False,193,3,monthly,69,Jesenik,1,False,True,False,False,234,False,123,71,52,0,28,0,51,20,False,0,0,False,False,False,98,98
235,44,56,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,194,3,monthly,44,Chrudim,1,False,True,False,False,235,False,164,92,72,0,14,29,67,25,False,0,0,False,False,False,98,98
236,70,38,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,195,2,monthly,70,Karvina,1,False,True,False,False,236,True,114,68,46,4,24,0,47,17,False,0,0,False,False,False,98,98
237,70,30,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,False,195,2,monthly,70,Karvina,1,False,True,False,False,237,False,114,68,46,4,24,0,47,17,False,0,0,False,False,False,98,98
238,6,38,F,Kutna Hora,77963,4,51.5,8546,60,23,4,2,126,5760,3.485,True,196,6,monthly,4,Kladno,4,True,True,False,False,238,True,504,367,137,32,76,0,109,226,False,0,0,False,False,False,98,98
239,1,25,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,197,6,monthly,1,Hl.m. Praha,1,False,True,False,False,239,False,374,230,144,0,74,0,164,66,False,0,0,False,False,False,98,98
240,34,70,F,Chomutov,125236,5,87.7,9675,28,11,1,4,100,10513,7.055,True,198,6,monthly,70,Karvina,2,False,True,False,False,240,False,329,208,121,0,1,62,94,114,False,0,0,False,False,False,98,98
241,70,40,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,199,3,monthly,70,Karvina,1,False,True,False,False,241,False,105,56,49,0,1,26,34,22,False,0,0,False,False,False,98,98
